total_txn_amount,avg_txn_amount,std_txn_amount,txn_count,max_txn_amount,min_txn_amount,burst_score,time_to_first_outbound_minutes,fund_exit_ratio,txn_velocity,distinct_counterparties,counterparty_diversity_score,incoming_sources_count,international_counterparty_flag,pep_flag,high_risk_country_flag,kyc_risk_score,account_age_days,alert_count,historical_sar_flag,total_txn_amount_cbrt,avg_txn_amount_cbrt,std_txn_amount_cbrt,max_txn_amount_cbrt,min_txn_amount_cbrt,time_to_first_outbound_minutes_log,txn_count_log,account_age_days_log,incoming_sources_count_log,txn_velocity_log,distinct_counterparties_log,txn_amount_cv,max_to_avg_txn_ratio,alert_density,counterparty_to_txn_ratio,incoming_to_outgoing_ratio,burst_x_exit,kyc_x_alert,pep_x_intl,hr_country_x_exit,diversity_x_sources,sar_history_x_kyc,burst_per_age,alert_tier,kyc_risk_tier,burst_tier,fund_exit_tier,binary_risk_flag_count,high_risk_combined,all_flags_set,sar_worthy,typology_structuring,typology_rapid_movement,typology_funnel_account,typology_trade_based,typology_shell_company,typology_round_tripping
1856140.39,53032.5825,5061.6754,35,53032.5825,4505.03,0.75438983394602,352.0,0.8328298216397033,3.607137677231208,7,0.1330433190942319,3,0,0,0,0.7851103264034263,177.20644187585464,3,0,122.895772,37.570553,17.169781,37.570553,16.515785,5.866468,3.583519,5.182943,1.386294,1.527607,2.079442,0.0954,1.0,0.5079,0.2,0.4286,0.6283,1.0884,0,0.0,0.1844,0.0,0.1456,2,2,2,2,0,0,0,1,1,1,0,0,0,0
13938724.17,871170.2605,251271.4118,16,1097732.0,871170.2605,0.3538436677297359,1897.0,0.4549152702237166,3.390673915367432,5,0.4944555883552208,2,1,0,0,0.5732694159403277,1310.6435404084102,6,0,240.662085,95.506812,63.102664,103.157017,95.506812,7.548556,2.833213,7.179036,1.098612,1.479483,1.791759,0.2884,1.2601,0.1373,0.3125,0.4,0.161,1.1155,0,0.0,0.5432,0.0,0.0493,3,1,1,0,1,0,0,0,0,0,0,0,0,0
17309596.5,558374.0805,20091.807,31,558374.0805,558374.0805,0.5163605930553582,1962.0,0.8857394298952628,1.3087552209873077,24,0.3786854400552846,7,1,0,1,0.6246983132276464,1565.969166629347,9,0,258.67968,82.345856,27.185647,82.345856,82.345856,7.582229,3.465736,7.356899,2.079442,0.836709,3.218876,0.036,1.0,0.1724,0.7742,0.2917,0.4574,1.4384,0,0.8857,0.7875,0.0,0.0702,3,1,1,2,2,1,0,1,0,0,0,0,1,1
15307352.79,900432.517,147090.4072,17,900432.517,488398.22,0.3800117889176587,1093.0,0.7014833385445411,1.3627554542661202,31,0.6401906812549742,9,1,0,0,0.8373258498413805,573.2088350430179,10,0,248.29427,96.564402,52.787138,96.564402,78.751353,6.997596,2.890372,6.352993,2.302585,0.859829,3.465736,0.1634,1.0,0.5234,1.0,0.2903,0.2666,2.0078,0,0.0,1.4741,0.0,0.0598,3,2,1,1,1,0,0,0,0,0,0,0,0,0
2701132.28,90037.7426,2111.3978,30,90037.7426,23607.17,0.5255333766359997,238.0,0.5629883738968265,5.583881513633243,38,0.5436388260634931,49,1,1,0,0.5520584759307141,349.0685354729035,3,0,139.267127,44.820311,12.828918,44.820311,28.686747,5.476464,3.433987,5.858129,3.912023,1.884624,3.663562,0.0235,1.0,0.2578,1.0,1.2895,0.2959,0.7653,1,0.0,2.1267,0.0,0.0897,2,1,1,1,2,1,0,1,0,0,1,0,0,0
929643.88,19779.657,19779.657,47,27698.39,19779.657,0.7831419062497958,253.0,0.8354953341225688,7.610621381032641,10,0.1413567640235493,6,1,0,0,0.6721177161136481,55.3983151461902,5,1,97.59754,27.044124,27.044124,30.256464,27.044124,5.537334,3.871201,4.032439,1.94591,2.152996,2.397895,1.0,1.4003,2.7077,0.2128,0.6,0.6543,1.2043,0,0.0,0.2751,0.6721,0.1942,2,1,2,2,2,1,0,1,1,1,0,0,0,0
6554466.28,1310893.257,497708.5202,5,1310893.257,1310893.257,0.4814437990743383,6778.0,0.6808793695208536,1.2354612724866487,15,0.3922715610402194,7,1,1,1,0.8711907154255085,221.1455323858156,7,1,187.14538,109.443282,79.248617,109.443282,109.443282,8.821585,1.791759,5.403333,2.079442,0.804448,2.772589,0.3797,1.0,0.9496,1.0,0.4667,0.3278,1.8116,1,0.6809,0.8157,0.8712,0.0891,3,2,1,1,4,1,1,1,0,0,0,1,0,0
455093.75,41372.1588,41372.1588,11,58841.85,41372.1588,0.8224159651315264,9.0,0.9454333452274316,19.85253862324232,9,0.6220470780718039,5,1,1,1,0.8675040990322074,113.515264996238,5,0,76.918999,34.58619,34.58619,38.895149,34.58619,2.302585,2.484907,4.740708,1.791759,3.037476,2.302585,1.0,1.4223,1.3214,0.8182,0.5556,0.7775,1.5544,1,0.9454,1.1146,0.0,0.1735,2,2,2,2,3,1,0,1,0,1,0,0,0,0
9029891.43,1003321.2698,138477.6277,9,1003321.2698,892584.09,0.6297461757090677,865.0,0.7919695375483378,5.002004646457039,57,0.7389510731298843,9,1,0,1,0.8327537605704384,1460.365219816029,7,1,208.238412,100.110587,51.736043,100.110587,96.283022,6.763885,2.302585,7.287126,2.302585,1.792094,4.060443,0.138,1.0,0.1438,1.0,0.1579,0.4987,1.7317,0,0.792,1.7015,0.8328,0.0864,3,2,2,1,3,1,0,1,0,0,0,1,1,0
12386303.93,651910.733,371215.1045,19,869970.11,651910.733,0.4913123149617361,9916.0,0.7883818807329919,1.1869908850799122,15,0.6824462142713241,8,1,1,1,0.8106683747885186,763.6390005313933,9,0,231.373657,86.708707,71.869046,95.462934,86.708707,9.202006,2.995732,6.639404,2.197225,0.782527,2.772589,0.5694,1.3345,0.3536,0.7895,0.5333,0.3873,1.8666,1,0.7884,1.4995,0.0,0.074,3,2,1,1,3,1,0,1,0,0,0,1,0,0
457587.63,21789.887,2606.1455,21,21789.887,21789.887,0.5708402270600335,225.0,0.832086107117957,7.904582032718191,11,0.1477426709740819,3,0,0,1,0.7962027317519929,281.04165554052315,11,1,77.059247,27.930904,13.761514,27.930904,27.930904,5.420535,3.091042,5.642055,1.386294,2.186566,2.484907,0.1196,1.0,1.1742,0.5238,0.2727,0.475,1.9785,0,0.8321,0.2048,0.7962,0.1012,4,2,1,2,2,1,0,1,1,0,0,0,0,0
7383583.3,922947.9128,115652.9826,8,922947.9128,690623.13,0.3457267605532584,865.0,0.6951473187856171,2.6731113219859823,60,0.4079950926635808,11,1,0,1,0.5701461769765204,1817.5413355596872,9,1,194.725305,97.362653,48.721309,97.362653,88.392152,6.763885,2.197225,7.50579,2.484907,1.301039,4.110874,0.1253,1.0,0.1486,1.0,0.1833,0.2403,1.3128,0,0.6951,1.0138,0.5701,0.0461,3,1,1,1,3,1,0,0,0,0,0,0,0,0
4693041.53,426640.1392,43121.4415,11,426640.1392,426640.1392,0.7827506851884858,104.0,0.7685425141342302,6.49989906075797,21,0.459444002980763,32,1,0,0,0.6002935109678437,95.18696609628644,4,1,167.424161,75.281322,35.066931,75.281322,75.281322,4.65396,2.484907,4.566294,3.496508,2.01489,3.091042,0.1011,1.0,1.2607,1.0,1.5238,0.6016,0.9661,0,0.0,1.6064,0.6003,0.1714,2,1,2,1,2,1,0,1,0,1,0,0,0,0
23574777.42,812923.3594,67232.7987,29,812923.3594,394539.95,0.489209663595863,1962.0,0.906150965707419,4.773747728028057,39,0.3864986589930922,5,1,0,0,0.8031740568923311,1021.7603087585148,7,1,286.736205,93.328983,40.662468,93.328983,73.343843,7.582229,3.401197,6.93026,1.791759,1.753321,3.688879,0.0827,1.0,0.2055,1.0,0.1282,0.4433,1.6702,0,0.0,0.6925,0.8032,0.0706,3,2,1,2,2,1,0,1,0,0,0,0,0,1
1544859.77,73564.7511,678.3305,21,73564.7511,40815.69,0.5240628825393546,594.0,0.3802738759035845,5.72668447548378,7,0.1430367524860191,3,0,0,1,0.7900359657372779,207.38874743331647,8,1,115.601381,41.900891,8.786457,41.900891,34.430425,6.388561,3.091042,5.339405,1.386294,1.906082,2.079442,0.0092,1.0,1.1572,0.3333,0.4286,0.1993,1.7359,0,0.3803,0.1983,0.79,0.0982,3,2,1,0,2,1,0,0,0,0,0,0,0,0
2821031.74,68805.6523,17987.428,41,68805.6523,68805.6523,0.4844999882216803,266.0,0.8378896357632479,4.195757630003346,15,0.2512295753461339,49,1,0,0,0.6858223407485975,629.06429270563,4,1,141.297992,40.977114,26.201311,40.977114,40.977114,5.587249,3.73767,6.445822,3.912023,1.647842,2.772589,0.2614,1.0,0.1908,0.3659,3.2667,0.406,1.1038,0,0.0,0.9828,0.6858,0.0752,2,1,1,2,2,1,0,1,0,0,1,0,0,0
25200624.14,812923.3594,63630.8368,31,887232.67,383904.29,0.7635657358613219,2030.0,0.8880631740066341,1.1073486604570593,13,0.3026414929129255,7,1,0,1,0.5845863719515126,1767.9951293162972,10,0,293.181862,93.328983,39.922943,96.090217,72.678784,7.616284,3.465736,7.478167,2.079442,0.745431,2.639057,0.0783,1.0914,0.1697,0.4194,0.5385,0.6781,1.4018,0,0.8881,0.6293,0.0,0.1021,3,1,2,2,2,1,0,1,0,0,0,0,1,1
9754574.9,180640.2759,10100.8769,54,180640.2759,21245.65,0.8000133224055049,344.0,0.7734929366814751,3.181058298073735,11,0.1439519575345475,3,0,0,0,0.8075372855681674,162.3253927026197,3,1,213.666343,56.529029,21.616549,56.529029,27.696401,5.843544,4.007333,5.095744,1.386294,1.430564,2.484907,0.0559,1.0,0.5544,0.2037,0.2727,0.6188,1.1195,0,0.0,0.1996,0.8075,0.157,2,2,2,1,1,1,0,1,1,1,0,0,0,0
3712308.31,371230.8306,231611.1264,10,1363043.88,12344.87,0.5614137365319024,2309.0,0.6585667166129412,2.6208952319086616,19,0.4983002127057985,9,1,0,0,0.6604482499201715,1408.8095017828534,6,0,154.839352,71.870061,61.411986,110.875761,23.111538,7.745003,2.397895,7.25121,2.302585,1.286721,2.995732,0.6239,3.6717,0.1278,1.0,0.4737,0.3697,1.2852,0,0.0,1.1474,0.0,0.0774,3,1,1,1,1,0,0,1,0,0,0,1,0,0
8255779.77,82557.7977,2111.3978,100,82557.7977,82557.7977,0.3836958223718136,54.0,0.5363729181410862,4.473861020568116,32,0.4259202270701628,49,0,0,1,0.8280103426344938,256.98136138212647,3,1,202.109177,43.543102,12.828918,43.543102,43.543102,4.007333,4.615121,5.552887,3.912023,1.699984,3.496508,0.0256,1.0,0.3502,0.32,1.5312,0.2058,1.1479,0,0.5364,1.6662,0.828,0.0691,2,2,1,1,2,1,0,0,0,0,0,0,0,0
3309519.41,40359.9928,12412.1187,82,84482.62,40359.9928,0.2953407570797473,146.0,0.3592769744095332,4.52652256735659,28,0.488546936992376,19,1,1,0,0.7832531485903921,518.4207613013077,4,0,149.023575,34.301809,23.153428,43.878906,34.301809,4.990433,4.418841,6.252714,2.995732,1.709559,3.367296,0.3075,2.0932,0.2315,0.3415,0.6786,0.1061,1.2606,1,0.0,1.4636,0.0,0.0472,2,2,0,0,2,1,0,0,0,0,0,0,0,0
7775241.33,971905.1658,81322.4326,8,971905.1658,892584.09,0.5174963652341551,5852.0,0.8542536476530248,1.233057444719551,60,0.6743866344125201,7,1,0,1,0.5640864881014986,1711.813973060456,5,0,198.109192,99.054596,43.324822,99.054596,96.283022,8.67471,2.197225,7.445893,2.079442,0.803372,4.110874,0.0837,1.0,0.0876,1.0,0.1167,0.4421,1.0107,0,0.8543,1.4023,0.0,0.0695,2,1,1,2,2,1,0,1,0,0,0,0,1,0
9755080.31,812923.3594,108877.9962,12,812923.3594,618876.37,0.6060260186045474,1962.0,0.9123853077203176,5.781391441713788,20,0.3505205274511602,6,1,0,1,0.6610200683641683,1325.753682904084,9,0,213.670033,93.328983,47.750733,93.328983,85.218647,7.582229,2.564949,7.19049,1.94591,1.914182,3.044522,0.1339,1.0,0.2037,1.0,0.3,0.5529,1.5221,0,0.9124,0.6821,0.0,0.0843,3,1,2,2,2,1,0,1,0,0,0,0,1,1
1345240.69,39565.9026,4665.2095,34,39565.9026,39565.9026,0.4402889247053798,594.0,0.5830593249122838,4.558494516578047,13,0.1704706638407293,5,0,1,0,0.7806378400523186,319.45348294066656,6,1,110.390915,34.075353,16.709254,34.075353,34.075353,6.388561,3.555348,5.769737,1.791759,1.715327,2.639057,0.1179,1.0,0.5635,0.3824,0.3846,0.2567,1.5191,0,0.0,0.3054,0.7806,0.0763,3,2,1,1,2,1,0,0,0,0,0,0,0,0
23612553.6,761695.2774,133074.8274,31,995864.65,618876.37,0.7703229902745866,1962.0,0.8699487047212586,1.7556586735283444,15,0.3186474200749071,6,1,1,1,0.7322104225264555,1369.3638864871357,9,1,286.889279,91.325857,51.054258,99.861965,85.218647,7.582229,3.465736,7.222832,1.94591,1.013656,2.772589,0.1747,1.3074,0.1972,0.4839,0.4,0.6701,1.686,1,0.8699,0.6201,0.7322,0.1067,3,2,2,2,4,1,1,1,0,0,0,0,0,1
18059782.86,1003321.2698,257697.5935,18,1003321.2698,892584.09,0.4014085366070126,5857.0,0.7282370534916489,1.1757546678414612,34,0.5471159276177006,4,1,1,1,0.6100463414692779,745.6569953639283,9,1,262.363958,100.110587,63.636085,100.110587,96.283022,8.675564,2.944439,6.615606,1.609438,0.777376,3.555348,0.2568,1.0,0.3621,1.0,0.1176,0.2923,1.4047,1,0.7282,0.8805,0.61,0.0607,3,1,1,1,4,1,1,0,0,0,0,0,0,0
2782966.36,92765.5455,2111.3978,30,92765.5455,72320.37,0.4463068271926041,54.0,0.4944196412678663,6.980711023152626,35,0.5223683145768249,42,0,0,0,0.8680019032347019,632.9014050821471,5,0,140.659581,45.268444,12.828918,45.268444,41.663289,4.007333,3.433987,6.451893,3.7612,2.077028,3.583519,0.0228,1.0,0.237,1.0,1.2,0.2207,1.5553,0,0.0,1.9647,0.0,0.0692,2,2,1,0,0,0,0,0,0,0,0,0,0,0
4072513.06,123409.4866,3759.5136,33,123409.4866,3035.06,0.457515942142788,594.0,0.5033423832725001,3.577465074850102,10,0.1410271292287918,6,1,0,1,0.7922168181291876,124.27392713138372,9,1,159.693594,49.787026,15.54929,49.787026,14.478462,6.388561,3.526361,4.830503,1.94591,1.521145,2.397895,0.0305,1.0,2.1726,0.303,0.6,0.2303,1.8241,0,0.5033,0.2744,0.7922,0.0947,3,2,1,1,3,1,0,0,0,0,0,0,0,0
14251834.33,791768.5741,113298.5191,18,791768.5741,598259.12,0.5261162739943814,2513.0,0.992880123000528,1.7651342379612378,39,0.4853532895251008,7,1,1,1,0.8204048481555948,1175.554657112115,5,0,242.450782,92.512288,48.388417,92.512288,84.261614,7.82963,2.944439,7.070346,2.079442,1.017089,3.688879,0.1431,1.0,0.1276,1.0,0.1795,0.5224,1.47,1,0.9929,1.0093,0.0,0.0744,2,2,1,3,3,1,0,1,0,0,0,0,0,1
6674419.0,953488.4282,203847.8924,7,953488.4282,296845.27,0.5593364474712285,9916.0,0.6426499008117967,0.6799764143951283,18,0.3672602750374981,10,1,0,1,0.7360887189097711,217.568158914314,7,1,188.28013,98.424936,58.853018,98.424936,66.707814,9.202006,2.079442,5.387098,2.397895,0.51878,2.944439,0.2138,1.0,0.9652,1.0,0.5556,0.3595,1.5307,0,0.6426,0.8807,0.7361,0.1038,3,2,1,1,3,1,0,1,0,0,0,1,0,0
24883575.48,1184932.1657,99503.196,21,1669283.21,1184932.1657,0.4502972660109703,1897.0,0.8608907205345052,1.8555051588844216,5,0.3136522827548614,11,1,0,1,0.8448642872400336,864.047215672549,8,0,291.947164,105.819205,46.338895,118.625123,105.819205,7.548556,3.091042,6.762784,2.484907,1.049249,1.791759,0.084,1.4088,0.2778,0.2381,2.2,0.3877,1.8564,0,0.8609,0.7794,0.0,0.0666,3,2,1,2,2,1,0,1,0,0,0,1,0,0
2935121.72,97837.3906,16930.5068,30,97837.3906,95625.73,0.4413533540982394,55.0,0.3504106949571858,11.065656263334963,9,0.4310061101845882,49,0,0,0,0.9007878316682651,358.34551121897385,2,1,143.177697,46.078849,25.677731,46.078849,45.728988,4.025352,3.433987,5.884284,3.912023,2.490363,2.302585,0.173,1.0,0.1674,0.3,5.4444,0.1547,0.9896,0,0.0,1.6861,0.9008,0.075,1,2,1,0,1,1,0,0,0,0,0,0,0,0
1629246.25,148113.2954,22623.1748,11,424546.46,148113.2954,0.99,74.0,0.8780081958831296,20.086891711302567,22,0.89,13,1,0,0,0.8445267275490651,127.97793561184108,6,1,117.669049,52.909219,28.282504,75.157976,52.909219,4.317488,2.484907,4.859641,2.639057,3.048652,3.135494,0.1527,2.8664,1.4065,1.0,0.5909,0.8692,1.6434,0,0.0,2.3488,0.8445,0.2037,3,2,3,2,2,1,0,1,0,1,0,0,0,0
1234486.69,246897.3384,246897.3384,5,590425.09,246897.3384,0.5744441718769677,9620.0,0.8094999773549303,2.226522420215171,24,0.4989677473164451,7,1,0,0,0.6211291357827506,206.5966187127164,3,0,107.274246,62.73436,62.73436,83.892203,62.73436,9.171703,1.791759,5.335597,2.079442,1.171405,3.218876,1.0,2.3914,0.4356,1.0,0.2917,0.465,0.8611,0,0.0,1.0376,0.0,0.1077,2,1,1,2,1,0,0,1,0,0,0,1,0,0
106508.81,5071.8481,4149.0568,21,6403.63,5071.8481,0.7027443816355772,352.0,0.8309575624495749,5.232470317591832,2,0.1331794923587393,3,0,0,0,0.7912732362540975,283.4766819052151,8,1,47.401838,17.181276,16.068788,18.569865,17.181276,5.866468,3.091042,5.650651,1.386294,1.829773,1.098612,0.8181,1.2626,0.8466,0.0952,1.5,0.584,1.7386,0,0.0,0.1846,0.7913,0.1244,3,2,2,2,1,1,0,1,1,1,0,0,0,0
3337401.66,370822.4062,207088.9813,9,590425.09,370822.4062,0.5545643550900535,3343.0,0.587637514040528,0.3371743368058399,19,0.5758302232360969,9,0,0,0,0.4441720003029449,429.5095179703975,6,0,149.440906,71.843694,59.163292,83.892203,71.843694,8.114923,2.302585,6.064969,2.302585,0.290559,2.995732,0.5585,1.5922,0.4191,1.0,0.4737,0.3259,0.8643,0,0.0,1.3259,0.0,0.0914,3,1,1,1,0,0,0,0,0,0,0,0,0,0
1072131.7,35737.7232,21703.776,30,49648.69,35737.7232,0.7616907661545482,54.0,0.694020397660536,9.311681210673816,21,0.3635100744226478,29,1,0,0,0.5818530146391039,519.27632823748,3,0,102.34879,32.93889,27.894062,36.75383,32.93889,4.007333,3.433987,6.25436,3.401197,2.333277,3.091042,0.6073,1.3893,0.1733,0.7,1.381,0.5286,0.8066,0,0.0,1.2364,0.0,0.1218,2,1,2,1,1,0,0,1,0,0,1,0,0,0
14788757.49,821597.6386,192173.2547,18,845334.52,821597.6386,0.3966494926939684,1153.0,0.8260725333663039,2.078816128877022,60,0.3882531836941866,11,1,0,1,0.5786958920742509,1536.315277929488,9,1,245.458021,93.659764,57.70733,94.553193,93.659764,7.050989,2.944439,7.337793,2.484907,1.124545,4.110874,0.2339,1.0289,0.1757,1.0,0.1833,0.3277,1.3325,0,0.8261,0.9648,0.5787,0.0541,3,1,1,2,3,1,0,0,0,0,0,0,0,0
1471594.14,133781.2859,43121.4415,11,133781.2859,62156.38,0.99,207.0,0.9735009547046608,20.497121915758804,25,0.4730209936561008,17,0,0,0,0.6504166408642907,35.0,3,1,113.744223,51.144443,35.066931,51.144443,39.612164,5.337538,2.484907,3.583519,2.890372,3.067919,3.258097,0.3223,1.0,2.5714,1.0,0.68,0.9638,0.9017,0,0.0,1.3672,0.6504,0.2763,2,1,3,3,1,1,0,1,0,1,0,0,0,0
455093.75,41372.1588,41372.1588,11,88537.73,41372.1588,0.617758170660136,5.0,0.8897162366559506,19.25596149571688,16,0.6996786066371661,19,1,1,1,0.8945582401793016,419.5836639124588,7,1,76.918999,34.58619,34.58619,44.570016,34.58619,1.791759,2.484907,6.041643,2.995732,3.008449,2.833213,1.0,2.14,0.5005,1.0,1.1875,0.5496,1.8602,1,0.8897,2.096,0.8946,0.1023,3,2,2,2,4,1,1,1,0,1,0,0,0,0
426035.24,5071.8481,5071.8481,84,39503.47,5071.8481,0.3866220390399237,594.0,0.5488608393151004,4.646440956437957,9,0.1431962678688823,3,0,1,1,0.8001830778019282,135.9236724496647,8,0,75.245727,17.181276,17.181276,34.05742,17.181276,6.388561,4.442651,4.919424,1.386294,1.731025,2.302585,1.0,7.7888,1.7657,0.1071,0.3333,0.2122,1.7582,0,0.5489,0.1985,0.0,0.0786,3,2,1,1,2,1,0,0,0,0,0,0,0,0
